LATITUDE,LONGITUDE,ADDRESS,ZIPCODE,SUBLOCALITY,TYPE,BEDS,BATH,PROPERTYSQFT,PRICE,BROKERTITLE,HOUSE_UNIT_LATLON_KEY,BOROUGH
40.7241883,-73.9804574,619 E 6th Street #1,10009,Alphabet City,condo,4,4.0,3052.0,4595000,Douglas Elliman,619|1|40.7241883|-73.9804574,Manhattan
40.671881,-73.961562,213 Eastern Parkway #2,11238,Crown Heights,condo,1,1.0,2184.21,475000,5 Boro Realty Corp,213|2|40.671881|-73.961562,Brooklyn
40.8522362,-73.8655005,756 Brady Avenue Apt 307,10462,Bronxdale,condo,2,1.0,800.0,189000,Progress Realty Inc.,756||40.8522362|-73.8655005,Bronx
40.682563,-73.799077,115-04 144th Street,11436,Jamaica,house,4,3.0,2184.21,998888,First Class Realty Enterprises,115||40.682563|-73.799077,Queens
40.7248276,-73.9446616,129 Russell Street,11222,Greenpoint,house,1,2.37,5400.0,4500000,Compass,129||40.7248276|-73.9446616,Brooklyn
40.7237571,-74.0021582,383 W Broadway,10012,SoHo,house,4,6.0,7500.0,32000000,Reserve,383||40.7237571|-74.0021582,Manhattan
40.6877385,-73.9618932,68 Clifton Place,11238,Clinton Hill,house,6,4.0,3059.0,3250000,Exp Realty,68||40.6877385|-73.9618932,Brooklyn
40.6219621,-74.0832854,222 Gordon Street,10304,Mariner's Harbor,house,7,2.0,2100.0,769000,Berkshire Hathaway Homeservices Cangiano Estates,222||40.6219621|-74.0832854,Staten Island
40.8611669,-73.8467192,1361 Waring Avenue,10469,Riverdale,house,3,2.0,1296.0,648998,Exp Realty,1361||40.8611669|-73.8467192,Bronx
40.6898884,-73.9085265,186 Covert Street.,11207,Bushwick,house,7,5.0,2418.0,1699900,Top Nest Inc,186||40.6898884|-73.9085265,Brooklyn
40.6467032,-73.9685896,1123 Albemarle Road,11218,Borough Park,house,8,5.0,2184.21,3250000,Corcoran Brooklyn Heights,1123||40.6467032|-73.9685896,Brooklyn
40.7642499,-73.92761,3185 Crescent Street Apt 410,11106,Astoria,condo,1,1.0,650.0,395250,Douglas Elliman,3185||40.7642499|-73.92761,Queens
40.6104417,-74.0628522,84 Nautilus Street,10305,Port Richmond,house,3,2.0,972.0,539000,Heisman Realty Llc,84||40.6104417|-74.0628522,Staten Island
40.7462947,-73.8595834,46-03 104th Street,11368,Corona,house,5,2.0,2184.21,1348000,Daniel Gale Of Brooklyn Llc,46||40.7462947|-73.8595834,Queens
40.7573108,-73.8341865,40-26 College Point Boulevard #18D,11354,Flushing,condo,3,3.0,1855.0,1450000,Canaan Realty International,40|18d|40.7573108|-73.8341865,Queens
40.7483992,-73.8795703,37-50 87th Street,11372,Jackson Heights,house,2,1.0,2184.21,465000,Exp Realty,37||40.7483992|-73.8795703,Queens
40.7601885,-73.9843625,1600 Broadway Ph 4B,10019,Midtown West / Hell's Kitchen,house,2,2.0,1639.0,6500000,Keller Williams Legendary,1600||40.7601885|-73.9843625,Manhattan
40.7322799,-73.85181,10236 64th Avenue Apt 4D,11375,Fresh Meadows,condo,1,1.0,800.0,297000,Keller Williams Realty Landmark Ii,10236||40.7322799|-73.85181,Queens
40.7511183,-73.7160095,"260-46 73rd Avenue A1, Glen Oaks",11004,Bellerose,house,1,1.0,518.0,244900,Miller & Miller Real Estate,260||40.7511183|-73.7160095,
40.7932103,-73.8161976,149-37 9th Avenue,11357,Whitestone,house,4,4.0,5150.0,2480000,E Realty International Corp,149||40.7932103|-73.8161976,Queens
40.736005,-73.849174,108-50 62nd Drive #3A,11375,Fresh Meadows,condo,1,1.0,2184.21,230000,Coldwell Banker Kueber Realty,108|3a|40.736005|-73.849174,Queens
40.6288601,-73.9704912,618 Avenue H,11230,Midwood,house,2,2.0,825.0,780000,Corcoran Brooklyn Heights,618||40.6288601|-73.9704912,Brooklyn
40.748964,-73.978301,130 E 38th Street,10016,Murray Hill,house,3,3.0,2184.21,4875000,Corcoran Chelsea/Flatiron,130||40.748964|-73.978301,Manhattan
40.7563263,-73.8752379,33-04 93rd Street Apt 6N,11372,Jackson Heights,condo,3,2.0,2184.21,539999,Compass,33||40.7563263|-73.8752379,Queens
40.8825618,-73.9212739,2621 Palisade Avenue #16A,10463,Spuyten Duyvil,condo,2,2.0,1193.0,750000,Compass,2621|16a|40.8825618|-73.9212739,Bronx
40.7486775,-73.9819284,211 Madison Avenue #22A,10016,Murray Hill,condo,2,3.0,2321.0,2249000,The Agency,211|22a|40.7486775|-73.9819284,Manhattan
40.7751901,-73.9090015,21-78 35th Street #5F,11101,Astoria,condo,2,1.0,700.0,270000,Tapestry Real Estate Of Queens,21|5f|40.7751901|-73.9090015,Queens
40.7631466,-73.9622114,301 E 63rd Street #4B,10065,Upper East Side,condo,2,1.0,2184.21,399000,Sotheby'S International Realty,301|4b|40.7631466|-73.9622114,Manhattan
40.7380264,-74.0053843,56 Jane Street #4E,10014,West Village,condo,2,2.0,2184.21,1950000,Compass,56|4e|40.7380264|-74.0053843,Manhattan
40.6987743,-73.8529203,"83-85 Woodhaven Boulevard #2S, Woodhaven",11421,Woodhaven,condo,2,1.0,2184.21,240000,Macaluso Realty,83|2s|40.6987743|-73.8529203,Queens
40.7376925,-73.8803546,82-25 Queens Boulevard #3B,11373,Elmhurst,condo,3,2.0,900.0,628000,Century Homes Realty Group Llc,82|3b|40.7376925|-73.8803546,Queens
40.7544847,-73.8740993,34-10 94th Street #2D,11372,Jackson Heights,condo,2,1.0,2184.21,399000,Compass,34|2d|40.7544847|-73.8740993,Queens
40.8214203,-73.8062717,57 Shore Drive,10465,Pelham Bay,house,2,1.0,2184.21,687000,J Home Realty Llc,57||40.8214203|-73.8062717,Bronx
40.5904561,-74.1521059,19 Teri Ct,10314,Tottenville,house,2,2.0,2000.0,588000,Re/Max Edge,19||40.5904561|-74.1521059,Staten Island
40.8296973,-73.8768124,1221 Manor Avenue,10472,Wakefield,house,5,3.0,2184.21,825000,Citywide Homes Llc,1221||40.8296973|-73.8768124,Bronx
40.8396194,-73.8587548,1527 Metropolitan Avenue #4G,10462,Pelham Parkway,condo,2,1.0,835.0,285000,Han Tang Realty Inc.,1527|4g|40.8396194|-73.8587548,Bronx
40.6944083,-73.9595899,609 Myrtle Avenue C1,11205,Bedford-Stuyvesant,house,3,1.0,915.0,595000,Compass,609||40.6944083|-73.9595899,Brooklyn
40.6403656,-74.0737574,90 Bay Street Landing #5A,10301,St. George,condo,2,2.0,1697.0,899000,Continental Real Estate Group,90|5a|40.6403656|-74.0737574,Staten Island
40.8178071,-73.9440991,234 W 138th Street,10030,Harlem,house,5,2.0,4900.0,2995000,Sotheby'S International Realty,234||40.8178071|-73.9440991,Manhattan
40.7335974,-73.7788656,73-27 193rd Street,11366,Bayside,house,4,3.0,2184.21,1180000,E Realty International Corp,73||40.7335974|-73.7788656,Queens
40.5570416,-74.1462231,71 Dewey Avenue,10308,St. George,house,4,4.0,1816.0,799900,Century 21 Zaloom Realty,71||40.5570416|-74.1462231,Staten Island
40.8653458,-73.9073691,5 Fordham Hill Oval #11H,10468,Kingsbridge,condo,1,1.0,2184.21,130000,"Virginia Rallis, Realty Llc",5|11h|40.8653458|-73.9073691,Bronx
40.7226341,-73.8165656,147-20 76th Road,11367,Sunnyside,house,3,2.0,2184.21,849999,Astor Brokerage Ltd,147||40.7226341|-73.8165656,Queens
40.8789917,-73.9020914,3123 Bailey Avenue,10463,Kingsbridge,house,1,1.0,850.0,185000,Compass,3123||40.8789917|-73.9020914,Bronx
40.7289806,-73.7083891,87-66 257th Street,11001,Bellerose,house,4,2.37,2184.21,1275000,Nobroker,87||40.7289806|-73.7083891,
40.657854,-73.975525,1603 11th Avenue,11215,Park Slope,house,5,3.0,3400.0,2798000,"Robert Defalco Realty, Inc.",1603||40.657854|-73.975525,Brooklyn
40.7733297,-73.8274665,141-9 28th Avenue #1D,11354,Flushing,condo,2,1.0,950.0,359000,Getmore Realty Inc,141|1d|40.7733297|-73.8274665,Queens
40.6969047,-73.9948252,155 Hicks Street #5A,11201,Brooklyn Heights,condo,1,1.0,2184.21,435000,Compass,155|5a|40.6969047|-73.9948252,Brooklyn
40.7540089,-73.8189203,43-64 Bowne Street,11355,Flushing,house,3,1.0,1296.0,988000,E Realty International Corp,43||40.7540089|-73.8189203,Queens
40.7486602,-73.9720523,324 E 41st Street #1101,10017,Murray Hill,condo,1,1.0,2184.21,800000,Compass,324|1101|40.7486602|-73.9720523,Manhattan
40.7536299,-73.88596,3449 81st Street Apt 5S,11372,Jackson Heights,condo,2,1.0,2184.21,400000,Redfin Real Estate,3449||40.7536299|-73.88596,Queens
40.8247021,-73.8766066,1027 Ward Avenue,10472,Wakefield,house,5,3.0,3520.0,965000,Core Realty Family,1027||40.8247021|-73.8766066,Bronx
40.6157428,-73.9345355,3824 Quentin Road,11234,Flatlands,house,5,2.0,2412.0,1389000,Bergen Basin Realty,3824||40.6157428|-73.9345355,Brooklyn
40.807969,-73.854213,170-174 Mermaid Lane #270,10473,Clason Point,condo,3,2.0,1185.0,525000,Howard Hanna,170|270|40.807969|-73.854213,Bronx
40.7564761,-73.7212008,27110 Grand Central Parkway #1O,11005,Glen Oaks,condo,1,2.0,1213.0,289000,Charles H. Greenthal Property,27110|1o|40.7564761|-73.7212008,
40.734814,-73.996305,35 W 11th Street,10011,Chelsea,house,7,8.0,2184.21,10000000,Corcoran East Side,35||40.734814|-73.996305,Manhattan
40.7408626,-73.7553116,"73- 22 220th Street, Oakland Gardens",11364,Bayside,house,2,1.0,2184.21,279000,Keller Williams Realty Greater Nassau,73||40.7408626|-73.7553116,
40.7311289,-74.0048678,65 Bedford Street,10014,West Village,house,5,2.37,2184.21,15995000,Corcoran Park Avenue South,65||40.7311289|-74.0048678,Manhattan
40.6140608,-73.9853215,6704 21st Avenue,11204,Bensonhurst,house,3,4.0,2184.21,1850000,Ritz Realty Ny Corp.,6704||40.6140608|-73.9853215,Brooklyn
40.7709381,-73.8973789,20-61 49th Street,11105,Astoria,house,11,6.0,5088.0,2599000,Weichert Realtors The Franzese Group,20||40.7709381|-73.8973789,Queens
40.6180698,-73.9699744,1250 Ocean Parkway #3J,11230,Midwood,condo,1,1.0,800.0,250000,Douglas Elliman,1250|3j|40.6180698|-73.9699744,Brooklyn
40.665708,-73.976288,120 Prospect Park W,11215,Park Slope,house,3,2.0,2000.0,2250000,Corcoran Park Slope,120||40.665708|-73.976288,Brooklyn
40.7723063,-73.9110206,23-16 36th Street,11105,Astoria,house,9,7.0,2184.21,1800000,Chase Global Realty Corp,23||40.7723063|-73.9110206,Queens
40.6297036,-73.9255951,1200 E 53rd Street #4C,11234,Canarsie,condo,3,2.0,1100.0,350000,Buzz Realty,1200|4c|40.6297036|-73.9255951,Brooklyn
40.7039659,-73.9210676,927 Hart Street,11237,Bushwick,house,4,3.0,1452.0,1649000,Continental Real Estate Grp In,927||40.7039659|-73.9210676,
40.670563,-73.981488,357 6th Avenue Apartment 1,11215,Park Slope,condo,2,2.0,1028.0,1395000,Corcoran Park Slope,357||40.670563|-73.981488,Brooklyn
40.7102471,-73.8049849,85-65 159th Street,11432,Jamaica,house,6,3.0,2184.21,1370000,Charles Rutenberg Realty Inc,85||40.7102471|-73.8049849,Queens
40.8165004,-73.9411037,128 W 138th Street #1,10030,Harlem,condo,2,1.0,2184.21,360000,Listed New York Elite Inc,128|1|40.8165004|-73.9411037,Manhattan
40.7316673,-73.996478,"Glucksman Ireland House, 1 5th Avenue #10C",10003,Greenwich Village,condo,1,1.0,2184.21,1050000,Anne,|10c|40.7316673|-73.996478,Manhattan
40.7740269,-73.9632939,32 E 76th Street Apt 805,10021,Upper East Side,condo,2,2.0,1308.0,2200000,Compass,32||40.7740269|-73.9632939,Manhattan
40.6306934,-74.0794192,23 Jackson Street,10304,Mariner's Harbor,house,3,2.37,1218.0,650000,G G Caleca Realty,23||40.6306934|-74.0794192,Staten Island
40.701334,-73.772164,183-12 Elmira Avenue,11412,Jamaica,house,3,2.37,2184.21,345000,Buy For Less Realty Llc,183||40.701334|-73.772164,Queens
40.7366749,-73.9860561,128 E 19th Street,10003,East Village,house,5,4.0,6060.0,7850000,Compass,128||40.7366749|-73.9860561,Manhattan
40.764924,-73.9907911,458 W 51st Street,10019,Midtown West / Hell's Kitchen,house,8,5.0,4120.0,4999000,Compass,458||40.764924|-73.9907911,Manhattan
40.7742274,-73.9588396,157 E 78th Street,10075,Upper East Side,house,4,2.37,3100.0,4900000,Corcoran East Side,157||40.7742274|-73.9588396,Manhattan
40.76907,-73.987788,465 W 57th Street #3B,10019,Midtown West / Hell's Kitchen,condo,3,1.0,2184.21,299000,Corcoran West Side Gallery,465|3b|40.76907|-73.987788,Manhattan
40.7346802,-73.7905086,67-27 181st Street,11365,Bayside,house,5,3.0,2152.0,1578000,Exit Realty First Choice,67||40.7346802|-73.7905086,Queens
40.701497,-73.7613803,194-11 112th Avenue,11412,Jamaica,house,3,2.0,2184.21,715000,Skylight Real Estate Consultan,194||40.701497|-73.7613803,Queens
40.6786381,-73.910662,40 Somers Street # 2,11233,Bed-Stuy,condo,3,1.0,2184.21,600000,Compass,40|2|40.6786381|-73.910662,Brooklyn
40.5952951,-74.1039687,101 Dalemere Road,10304,Mariner's Harbor,house,3,2.0,1090.0,850000,Nexthome Prestige,101||40.5952951|-74.1039687,Staten Island
40.7234874,-73.976864,277 E 7th Street Apt 2,10009,Alphabet City,condo,2,2.0,1288.0,1949000,Serhant,277||40.7234874|-73.976864,Manhattan
40.5461245,-74.1826661,160 Rathbun Avenue,10312,Huguenot,house,5,4.0,3773.0,1599999,"Neuhaus Realty, Inc.",160||40.5461245|-74.1826661,Staten Island
40.542861,-74.154978,58 Elmwood Avenue,10308,St. George,house,3,2.0,1110.0,640000,Weichert Realtors Evolution Group,58||40.542861|-74.154978,Staten Island
40.641795,-74.090599,59 Park Place,10301,New Brighton,house,3,4.0,3510.0,799900,"Homes R Us Realty Of Ny, Inc.",59||40.641795|-74.090599,Staten Island
40.7552678,-73.8822127,33-17 85th Street,11372,Jackson Heights,house,6,4.0,3690.0,1599000,Compass,33||40.7552678|-73.8822127,Queens
40.727533,-73.99017,217 E 5th Street Apt 8,10003,East Village,condo,3,1.0,650.0,695000,Exp Realty Nyc,217||40.727533|-73.99017,Manhattan
40.6020874,-74.071448,391 Fingerboard Road,10305,Port Richmond,house,3,2.0,1976.0,740000,Robert Defalco Realty Inc.,391||40.6020874|-74.071448,Staten Island
40.6141658,-74.0353827,9902 3rd Avenue #2E,11209,Fort Hamilton,condo,1,1.0,764.0,329000,Jabour Realty Company,9902|2e|40.6141658|-74.0353827,
40.8959494,-73.85177,4325 Boyd Avenue,10466,Van Nest,house,4,2.0,2340.0,750000,Exp Realty,4325||40.8959494|-73.85177,Bronx
40.6212482,-74.0338909,227 90th Street,11209,Fort Hamilton,house,4,4.0,1746.0,1450000,Jabour Realty Company,227||40.6212482|-74.0338909,
40.5770098,-73.958346,70 Oceana Drive W Ph 1D,11235,Sheepshead Bay,house,3,3.0,1800.0,1999999,Diamond Real Inc,70||40.5770098|-73.958346,Brooklyn
40.6215947,-74.1404429,467 Maine Avenue,10314,Tottenville,house,4,2.0,2185.0,899888,Better Homes And Gardens Real Estate Safari Realty,467||40.6215947|-74.1404429,Staten Island
40.7194655,-73.8183058,78-16 Main Street #1F,11367,Sunnyside,condo,2,1.0,900.0,379000,Wrl Realty Llc,78|1f|40.7194655|-73.8183058,Queens
40.5452993,-74.1492507,11 Edgewood Road,10308,St. George,house,4,2.0,1824.0,879000,"Neuhaus Realty, Inc.",11||40.5452993|-74.1492507,Staten Island
40.7849374,-73.9480901,217 E 96th Street #29C,10128,Upper East Side,condo,2,2.0,1077.0,1030000,Corcoran East Side,217|29c|40.7849374|-73.9480901,Manhattan
40.7826608,-73.9723737,11 W 81st Street #1C,10024,Upper West Side,condo,1,2.0,2184.21,699999,Redfin Real Estate,11|1c|40.7826608|-73.9723737,Manhattan
40.7330327,-73.9891825,114 E 13th Street #3D,10003,East Village,condo,1,1.0,937.0,1750000,Brown Harris Stevens,114|3d|40.7330327|-73.9891825,Manhattan
40.7201147,-73.9581256,111 N 9th Street #2L,11249,Williamsburg,condo,1,1.0,2184.21,995000,Living Ny,111|2l|40.7201147|-73.9581256,
40.6836616,-73.7970345,145-37 115th Avenue,11436,Jamaica,house,5,4.0,2184.21,599999,Guru Real Estate Services Llc,145||40.6836616|-73.7970345,Queens
40.8050658,-73.9524985,209 W 118th Street #2F,10026,Harlem,condo,1,1.0,2184.21,300000,Brown Harris Stevens,209|2f|40.8050658|-73.9524985,Manhattan
40.7427717,-73.8796707,4410 Ketcham Street #5B,11373,Elmhurst,condo,1,1.0,900.0,389000,Winzone Realty Inc,4410|5b|40.7427717|-73.8796707,Queens
40.7710157,-73.9642556,750 Park Avenue #9B,10021,Upper East Side,condo,1,2.0,2184.21,875000,Douglas Elliman,750|9b|40.7710157|-73.9642556,Manhattan
40.7590132,-73.9612618,418 E 59th Street,10022,Midtown East,house,3,3.0,2100.0,3000000,Compass,418||40.7590132|-73.9612618,Manhattan
40.8467388,-73.8189548,1626 Research Avenue,10465,Pelham Bay,house,3,2.0,2194.0,850000,Morris Park Realty Group,1626||40.8467388|-73.8189548,Bronx
40.828721,-73.947403,549 W 149th Street,10031,Harlem,house,5,4.0,4675.0,3595000,Coldwell Banker Warburg,549||40.828721|-73.947403,Manhattan
40.737003,-73.904942,50-02 60th Street,11377,Maspeth,house,3,2.0,2184.21,925000,Realty Network Of N Y Corp,50||40.737003|-73.904942,Queens
40.7039425,-73.7459355,112-20 210th Street,11429,Jamaica,house,5,3.0,2184.21,799000,Keystone Realty Usa Corp,112||40.7039425|-73.7459355,Queens
40.768361,-73.7747442,35-12 213th Street,11361,Bayside,house,4,2.0,1800.0,1399000,Prime Realty,35||40.768361|-73.7747442,Queens
40.7492709,-73.8119666,143-40 Poplar Avenue,11355,Flushing,house,3,5.0,1920.0,1880000,East Coast Realtors Inc,143||40.7492709|-73.8119666,Queens
40.764038,-73.993548,517 W 48th Street Apartment 2rw,10036,Midtown West / Hell's Kitchen,condo,3,1.0,2184.21,375000,Compass,517||40.764038|-73.993548,Manhattan
40.632218,-74.0321902,130 Bay Ridge Parkway #4H,11209,Bay Ridge,condo,1,1.0,625.0,269000,Remax Edge,130|4h|40.632218|-74.0321902,
40.7880839,-73.8180817,147-21 14th Avenue,11357,Whitestone,house,6,4.0,2184.21,4500000,Keller Williams Realty Greater Nassau,147||40.7880839|-73.8180817,Queens
40.6697595,-73.8692311,1316 Dumont Avenue,11208,East New York,house,3,2.0,1120.0,589000,Fave Realty Inc,1316||40.6697595|-73.8692311,Brooklyn
40.6073781,-73.9601827,1720 E 13th Street #1C,11229,Sheepshead Bay,condo,1,1.0,700.0,239000,Re Max Real Estate Professionals,1720|1c|40.6073781|-73.9601827,
40.7505242,-73.8847507,35-40 82nd Street #2A,11372,Jackson Heights,condo,1,1.0,2184.21,385000,Century Homes Realty Group Llc,35|2a|40.7505242|-73.8847507,Queens
40.7574596,-73.9793586,18 W 48th Street #9C,10036,Midtown West / Hell's Kitchen,condo,1,1.0,773.0,1000000,Sotheby'S International Realty,18|9c|40.7574596|-73.9793586,Manhattan
40.6435168,-73.9669556,232 Argyle Road,11218,Borough Park,house,5,4.0,3400.0,2800000,Compass,232||40.6435168|-73.9669556,Brooklyn
40.7104509,-73.7982064,87-15 165th Street #4B,11432,Jamaica,condo,3,1.0,2184.21,130000,All Area Brokerage Inc,87|4b|40.7104509|-73.7982064,Queens
40.5476973,-74.1752129,600 Annadale Road,10312,Huguenot,house,4,2.0,1865.0,789888,Ditommaso Real Estate,600||40.5476973|-74.1752129,Staten Island
40.7392555,-73.8523054,58-13 Waldron Street,11368,Corona,house,3,2.0,760.0,798000,Exp Realty,58||40.7392555|-73.8523054,Queens
40.7238926,-73.9893733,54 E 1st Street #2C,10003,East Village,condo,1,1.0,2184.21,495000,Douglas Elliman,54|2c|40.7238926|-73.9893733,Manhattan
40.7206509,-73.808539,15815 Union Tpke #411N,11366,Bayside,condo,1,1.0,649.0,555000,B Square Realty,15815|411n|40.7206509|-73.808539,Queens
40.7482245,-73.9795398,111 E 36th Street #5A,10016,Murray Hill,condo,3,2.0,2184.21,1274000,Sotheby'S International Realty,111|5a|40.7482245|-73.9795398,Manhattan
40.7052273,-73.8336358,83-75 118th Street #2I,11415,Jamaica,condo,2,1.0,2184.21,349000,Prime Realty,83|2i|40.7052273|-73.8336358,Queens
40.6637132,-73.9806843,1203 8th Avenue,11215,Park Slope,house,3,2.37,2184.21,2500000,Corcoran Park Slope,1203||40.6637132|-73.9806843,Brooklyn
40.7340094,-73.9963862,17 W 10th Street #3B,10011,Chelsea,condo,1,1.0,2184.21,1250000,Brown Harris Stevens,17|3b|40.7340094|-73.9963862,Manhattan
40.8980177,-73.8977004,211 W 252nd Street,10471,Eastchester,house,8,8.0,5374.0,2495000,Brown Harris Stevens,211||40.8980177|-73.8977004,Bronx
40.798921,-73.961553,51 W 106th Street #3D,10025,Upper West Side,condo,3,1.0,830.0,749900,Exp Realty,51|3d|40.798921|-73.961553,Manhattan
40.5900537,-74.0906619,292 Raritan Avenue,10305,Port Richmond,house,4,4.0,3149.0,1399900,Jm Properties,292||40.5900537|-74.0906619,Staten Island
40.6163216,-74.0374941,115 96th Street #6A,11209,Fort Hamilton,condo,2,2.0,950.0,948888,"Kms Realty Group, Inc.",115|6a|40.6163216|-74.0374941,
40.7258337,-73.7268795,92-19 241st Street,11426,Bellerose,house,4,2.0,1230.0,775000,Howard Hanna Coach Realtors,92||40.7258337|-73.7268795,Queens
40.9034885,-73.8435964,912 Cranford Avenue,10466,Van Nest,house,3,2.0,1280.0,475000,American Dream Homes Realty Inc,912||40.9034885|-73.8435964,Bronx
40.5837427,-74.0909372,354 Buel Avenue,10305,Port Richmond,house,3,1.0,2726.0,1199000,"Robert Defalco Realty, Inc.",354||40.5837427|-74.0909372,Staten Island
40.708157,-73.944452,129 Meserole Street #3B,11206,Williamsburg,condo,1,1.0,654.0,750000,Compass,129|3b|40.708157|-73.944452,
40.5855131,-73.9883977,217 Bay 49th Street #3A,11214,Bath Beach,condo,2,2.0,1040.0,713000,E House Realty & Mgt. Inc.,217|3a|40.5855131|-73.9883977,Brooklyn
40.7464499,-73.89982,"6409 39th Avenue Apt 1, Woodside",11377,Woodside,condo,1,1.0,2184.21,300000,Charles Rutenberg Realty Inc,6409||40.7464499|-73.89982,Queens
40.7843128,-73.9814804,316 W 79th Street Apt 7E,10024,Upper West Side,condo,3,3.0,2184.21,2695000,Compass,316||40.7843128|-73.9814804,Manhattan
40.7475547,-73.718359,"254-15 74th Avenue #1ST, Glen Oaks",11004,Bellerose,condo,2,2.0,2184.21,450000,Keller Williams Realty Liberty,254|1st|40.7475547|-73.718359,
40.7959993,-73.9723278,760 West End Avenue #6C,10025,Upper West Side,condo,1,1.0,2184.21,699000,Corcoran West Side Gallery,760|6c|40.7959993|-73.9723278,Manhattan
40.7826176,-73.9820502,350 West End Avenue,10024,Upper West Side,house,8,8.0,9555.0,10950000,"Garfield, Leslie J. & Co., Inc.",350||40.7826176|-73.9820502,Manhattan
40.7577974,-73.7159601,269-10 Grand Central Parkway,11005,Glen Oaks,house,1,1.0,2184.21,225000,Daniel Gale Sotheby'S International Realty,269||40.7577974|-73.7159601,
40.7022,-73.990838,30 Front Street #15A,11201,DUMBO,condo,3,4.0,2539.0,5925000,Douglas Elliman,30|15a|40.7022|-73.990838,Brooklyn
40.755562,-73.7316684,245-18 62nd Avenue,11362,Fresh Meadows,house,1,1.0,2184.21,255000,Signature Premier Properties,245||40.755562|-73.7316684,Queens
40.6210191,-73.9921739,1694 64th Street,11204,Borough Park,house,12,2.37,4140.0,2500000,Toscana Property Llc,1694||40.6210191|-73.9921739,Brooklyn
40.7200361,-73.8007029,166-21 Goethals Avenue,11432,Jamaica,house,4,4.0,3223.0,2095000,Exit Realty First Choice,166||40.7200361|-73.8007029,Queens
40.7854792,-73.9528586,1211 Park Avenue,10128,Upper East Side,house,7,6.0,5200.0,10250000,"Nest Seekers International, Midtown",1211||40.7854792|-73.9528586,Manhattan
40.6880273,-73.9950123,200 Congress Street #5D,11201,Cobble Hill,condo,1,1.0,2184.21,750000,Corcoran Brooklyn Heights,200|5d|40.6880273|-73.9950123,Brooklyn
40.8052328,-73.9407352,1937 Madison Avenue,10035,East Harlem,house,9,8.0,5560.0,2999000,Brown Harris Stevens,1937||40.8052328|-73.9407352,Manhattan
40.6449836,-73.9738362,207 Ocean Parkway Ste 1H,11218,Borough Park,house,3,1.0,650.0,199000,Re Max Edge,207||40.6449836|-73.9738362,Brooklyn
40.58761,-73.9698943,2528 West Street,11223,Gravesend,house,7,3.0,1800.0,1250000,E Realty International Corp,2528||40.58761|-73.9698943,Brooklyn
40.731874,-73.9921379,50 E 10th Street #6B,10003,Greenwich Village,condo,2,2.0,1300.0,2425000,Brown Harris Stevens,50|6b|40.731874|-73.9921379,Manhattan
40.7376662,-73.8566546,"5921 Calloway Street #2A, Corona",11368,Corona,condo,1,1.0,660.0,205000,Houlihan Lawrence,5921|2a|40.7376662|-73.8566546,Queens
40.7524819,-73.9654633,870 United Nations Plaza,10017,Midtown East,condo,5,6.0,3860.0,2500000,Brown Harris Stevens,870||40.7524819|-73.9654633,Manhattan
40.7698703,-73.9611404,190 E 72nd Street,10021,Upper East Side,house,6,8.0,6000.0,3499000,Compass,190||40.7698703|-73.9611404,Manhattan
40.7556274,-73.9614685,45 Sutton Place S,10022,Midtown East,house,1,2.0,1000.0,649000,Brown Harris Stevens,45||40.7556274|-73.9614685,Manhattan
40.7293904,-74.0013331,193 Bleecker Street #12B,10012,Greenwich Village,condo,2,1.0,2184.21,729000,Douglas Elliman,193|12b|40.7293904|-74.0013331,Manhattan
40.6476837,-73.9519338,929 Rogers Avenue,11226,Flatbush,house,3,2.0,2184.21,998500,Instahomes Realty Llc,929||40.6476837|-73.9519338,Brooklyn
40.8847302,-73.8563591,858 E 223rd Street,10466,Van Nest,house,4,2.0,1152.0,765000,Exp Realty,858||40.8847302|-73.8563591,Bronx
40.7494499,-73.8778676,37-32 89th Street #1B,11372,Jackson Heights,condo,2,2.0,705.0,599000,B Square Realty,37|1b|40.7494499|-73.8778676,Queens
40.7198832,-74.0033836,39 Lispenard Street,10013,Tribeca,house,5,5.0,5276.0,11500000,Brown Harris Stevens,39||40.7198832|-74.0033836,Manhattan
40.761641,-73.9702246,465 Park Avenue #9E,10022,Midtown East,condo,1,2.0,2184.21,595000,Douglas Elliman,465|9e|40.761641|-73.9702246,Manhattan
40.7957847,-73.9498024,1270 5th Avenue Apt 12H,10029,East Harlem,condo,1,1.0,2184.21,675000,Brown Harris Stevens,1270||40.7957847|-73.9498024,Manhattan
40.6445278,-74.0913961,90 Fillmore Street,10301,St. George,house,8,3.0,3500.0,949000,"Robert Defalco Realty, Inc.",90||40.6445278|-74.0913961,Staten Island
40.7650102,-73.8167757,14906 Northern Boulevard # 303,11354,Flushing,condo,2,2.0,950.0,729000,New Group Realty Inc,14906|303|40.7650102|-73.8167757,Queens
40.7868879,-73.9805511,321 W 82nd Street Apt 8,10024,Upper West Side,condo,2,1.0,520.0,895000,The Agency,321||40.7868879|-73.9805511,Manhattan
40.6921191,-73.9498754,46 Pulaski Street,11206,Clinton Hill,house,3,2.37,3000.0,2449000,Global Realty Center Llc,46||40.6921191|-73.9498754,
40.7047878,-73.8344551,83-80 118th Street #5E,11415,Jamaica,condo,2,1.0,2184.21,399999,Moorstone Real Estate,83|5e|40.7047878|-73.8344551,Queens
